_id,name,alias,approve,price,compare_price,collections,brand,sku,barcode,categories,publish,weight,tax,sort_order,inventory_management,inventory_management_level,inventory_quantity,inventory_allow_out_of_stock,inventory_low_stock_quantity,option_set,shipping_cost,isbn,hsn,sac,upc,product_tax_code,available,created_on,google_product_category,is_catalog,google_product_category,dimension_length,dimension_width,dimension_height,google_shopping_custom_label_0,google_shopping_custom_label_1,google_shopping_custom_label_2,google_shopping_custom_label_3,google_shopping_custom_label_4,related_products,min_limit_to_buy_this_product,max_limit_to_buy_this_product,gtin,mpn,country_of_origin,uom,catalog_only,rejected_reason,cities,zip_codes,location_availability_mode,is_master_catalog,tags,updated_on,option1_name,option1_value,option2_name,option2_value,option3_name,option3_value,tag,file1,file1_description,file2,file2_description,file3,file3_description,substore,seller,metafields_downloadable_link,attributes.Product Title
6854fbceb031afdba93de3c9,Organics Mantra - Premium Black Raisins - 250 gms,organics-mantra-premium-black-raisins-250-gms,pending,160,160,,,SKU-NQIZAKBIE,,,0,250,GST,0,automatic,product,10,1,10,,,,,,,,1,FRI JUN 20 2025 11:42:30,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,contact@organicsmantra.in,,
6854fb151e6575b864b406de,Organics Mantra - Cardamom/ Elaichi - 100 grams,organics-mantra-cardamom-elaichi-100-grams,pending,260,260,,,SKU-SCHXX4OXO,,,0,100,GST,0,automatic,product,10,1,10,,,,,,,,1,FRI JUN 20 2025 11:39:25,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,contact@organicsmantra.in,,
6854fa32ee27be7af1b6e95f,Organics Mantra - Pista A1 - Salted (with Shell) - 250 grams,organics-mantra-pista-a1-salted-with-shell-250-grams,pending,425,425,,Organics Mantra,SKU-QBY_EWU-Y,,,0,250,GST,0,automatic,product,10,1,10,,,,,,,,1,FRI JUN 20 2025 11:35:38,,,,,,,,,,,,,,,,,,,,,,,default,,,SAT JUN 21 2025 13:47:10,,,,,,,,,,,,,,,contact@organicsmantra.in,,
6854f8ae79c924f239f3e162,Organics Mantra - Star Anise/ Chakr Phool Grade 1 - 100 grams,organics-mantra-star-anise-chakr-phool-grade-1-100-grams,pending,129,129,,Organics Mantra,SKU-CXWFA_2CM,,,0,100,,0,automatic,product,10,1,10,,,,,,,,1,FRI JUN 20 2025 11:29:10,,,,,,,,,,,,,,,,,,,,,,,default,,,SAT JUN 21 2025 13:47:12,,,,,,,,,,,,,,,contact@organicsmantra.in,,
6854f7c7b031afdba93dd2b2,Organics Mantra - Red Chilli Flakes - 40 gms,organics-mantra-red-chilli-flakes-40-gms,pending,120,120,,Organics Mantra,SKU-XV2RZMGVY,,,0,40,GST,0,automatic,product,10,1,10,,,,,,,,1,FRI JUN 20 2025 11:25:19,,,,,,,,,,,,,,,,,,,,,,,default,,,SAT JUN 21 2025 13:47:13,,,,,,,,,,,,,,,contact@organicsmantra.in,,
6854f255ee27be7af1b6c7cd,Organics Mantra - Kasuri Methi - 150 gms,organics-mantra-kasuri-methi-150-gms,pending,100,100,,Organics Mantra,SKU-DRNHDZIOA,,,0,150,GST,0,automatic,product,10,1,10,,,,,,,,1,FRI JUN 20 2025 11:2:5,,,,,,,,,,,,,,,,,,,,,,,default,,,SAT JUN 21 2025 13:47:14,,,,,,,,,,,,,,,contact@organicsmantra.in,,
6854f0e3b031afdba93db822,Organics Mantra - Fenugreek Seeds - 200 gms,organics-mantra-fenugreek-seeds-200-gms,pending,50,50,,Organics Mantra,SKU-_0POFMQWL,,,0,200,GST,0,automatic,product,10,1,10,,,,,,,,1,FRI JUN 20 2025 10:55:55,,,,,,,,,,,,,,,,,,,,,,,default,,,SAT JUN 21 2025 13:47:16,,,,,,,,,,,,,,,contact@organicsmantra.in,,
6854efe9ee27be7af1b6bc84,Organics Mantra - Amchur Powder - 150 gms,organics-mantra-amchur-powder-150-gms,pending,150,150,,Organics Mantra,SKU-Y30CZ_2MY,,,0,150,GST,0,none,,,,,,,,,,,,1,FRI JUN 20 2025 10:51:45,,,,,,,,,,,,,,,,,,,,,,,default,,,SAT JUN 21 2025 13:47:17,,,,,,,,,,,,,,,contact@organicsmantra.in,,
6854ee4679c924f239f364a4,Organics Mantra - Fennel - 100 gms,organics-mantra-fennel-100-gms,pending,75,75,,Organics Mantra,SKU-24HZS8ITU,,,0,100,GST,0,automatic,product,10,1,10,,,,,,,,1,FRI JUN 20 2025 10:44:46,,,,,,,,,,,,,,,,,,,,,,,default,,,SAT JUN 21 2025 13:47:19,,,,,,,,,,,,,,,contact@organicsmantra.in,,
6854ed3c1e6575b864b3d00b,Organics Mantra - Mustard - 200 gms,organics-mantra-mustard-200-gms,pending,64,64,,Organics Mantra,SKU-NXBICXHEH,,,0,200,GST,0,none,,,,,,,,,,,,1,FRI JUN 20 2025 10:40:21,,,,,,,,,,,,,,,,,,,,,,,default,,,SAT JUN 21 2025 13:47:20,,,,,,,,,,,,,,,contact@organicsmantra.in,,
6854dc661e6575b864b39424,Organics Mantra - Himalayan Pink Salt Granules - 500 gms,organics-mantra-himalayan-pink-salt-granules-500-gms,pending,60,60,,Organics Mantra,SKU-UE9NKKZ54,,,0,500,,0,automatic,product,10,1,10,,,,,,,,1,FRI JUN 20 2025 9:28:30,,,,,,,,,,,,,,,,,,,,,,,default,,,SAT JUN 21 2025 13:47:21,,,,,,,,,,,,,,,contact@organicsmantra.in,,
6853a9714fab18a60e2ee8d8,FOXTAIL IDLY RAVA 500grams,foxtail-idly-rava-500grams,pending,120,120,"heartyculture,healthy-breakfast-must-haves",Mibbles,SKU-S1B5P-KG_,,,0,500,,0,none,,,,,,,,,,,,1,THUR JUN 19 2025 11:38:49,,,,,,,,,,,,,,,,,,,,,,,default,,,SAT JUN 21 2025 13:47:23,,,,,,,,,,,,,,all,info@mibbles.in,,
6853a8504b97ac71cbe9dfc6,MULTI MILLET KICHIDI 500 Grams,multi-millet-kichidi-500-grams,pending,150,150,,Mibbles,SKU-O7AVIJCVI,,,0,500,,0,none,,,,,,,,,,,,1,THUR JUN 19 2025 11:34:0,,,,,,,,,,,,,,,,,,,,,,,default,,,SAT JUN 21 2025 13:47:24,,,,,,,,,,,,,,all,info@mibbles.in,,
6853a80bea8e09be7ddb6c41,Mibbles Millet Biscuits Pack of 3 450grams,mibbles-millet-biscuits-pack-of-3-450grams,pending,450,450,"heartyculture,healthy-breakfast-must-haves",Mibbles,SKU-GWQEMCYBU,,,0,450,,0,none,,,,,,,,,,,,1,THUR JUN 19 2025 11:32:51,,,,,,,,,,,,,,,,,,,,,,,default,,,SAT JUN 21 2025 13:47:26,,,,,,,,,,,,,,all,info@mibbles.in,,
6853a7834fab18a60e2edf9a,Ragi Malt 200grams,ragi-malt-200grams,pending,200,200,"heartyculture,healthy-breakfast-must-haves",Mibbles,SKU-NDQHVWGZS,,,0,400,,0,none,,,,,,,,,,,,1,THUR JUN 19 2025 11:30:35,,,,,,,,,,,,,,,,,,,,,,,default,,,SAT JUN 21 2025 13:47:27,,,,,,,,,,,,,,all,info@mibbles.in,,
6853a6b145781e010ea9a31d,Millet Ashwagandha Blend (400g),millet-ashwagandha-blend-400g-,pending,349,349,"heartyculture,healthy-breakfast-must-haves",Mibbles,SKU-WPQFMBWJD,,"Grocery,Personal Care,Health & Wellness",0,400,,1,none,,,,,,,,,,,,1,THUR JUN 19 2025 11:27:5,,,,,,,,,,,,,,,,,,,,,,,default,,,TUE JUN 24 2025 10:24:16,,,,,,,,,,,,,,all,info@mibbles.in,,
6853a60e45781e010ea9a00b,Whole Millet Grains Of 5 Millets Combo Pack  5kg,whole-millet-grains-of-5-millets-combo-pack-5kg,pending,949,999,"healthy-combos,heartyculture,healthy-breakfast-must-haves",Powstik Foods,SKU-KIGZPHXWS,,"Grocery,Health & Wellness",0,5000,,1,none,,,,,,,,,,,,1,THUR JUN 19 2025 11:24:22,,,,,,,,,,,,,,,,,,,,,,,default,,,MON JUN 23 2025 17:36:21,,,,,,,,,,,,,,all,info@mibbles.in,,
684fd1de45781e010e87d1b4,Organics Mantra - Pure Chilli / Lal Mirch Powder- 500 gms,organics-mantra-pure-chilli-lal-mirch-powder-500-gms,pending,280,280,,Organics Mantra,SKU-RZE46HP8W,,,0,500,,0,automatic,product,10,1,10,,,,,,,,1,MON JUN 16 2025 13:42:14,,,,,,,,,,,,,,,,,,,,,,,default,,,SAT JUN 21 2025 13:47:31,,,,,,,,,,,,,,,contact@organicsmantra.in,,
684fd1194b97ac71cbc65763,Organics Mantra - Wood Pressed Peanut/ Groundnut/ Palli Oil - 1 litre,organics-mantra-wood-pressed-peanut-groundnut-palli-oil-1-litre-1,pending,460,460,grocery: organic-staples,Organics Mantra,SKU-RDHLWHWCI,,,0,1000,GST,0,automatic,product,10,1,10,,,,,,,,1,MON JUN 16 2025 13:38:57,,,,,,,,,,,,,,,,,,,,,,,default,,,SAT JUN 21 2025 13:47:33,,,,,,,,,,,,,,,contact@organicsmantra.in,,
684fd0b04b97ac71cbc65153,Organics Mantra - Wood Pressed White Sesame/ Nuvvulu/ Til Oil - 1 litre  Organic,organics-mantra-wood-pressed-white-sesame-nuvvulu-til-oil-1-litre-organic,pending,580,580,grocery: organic-staples,Organics Mantra,SKU-ETULD2FAF,,,0,1000,GST,0,automatic,product,10,1,10,,,,,,,,1,MON JUN 16 2025 13:37:12,,,,,,,,,,,,,,,,,,,,,,,default,,,SAT JUN 21 2025 13:47:34,,,,,,,,,,,,,,,contact@organicsmantra.in,,
684fd048bd00bdc3b21fa672,Organics Mantra - Natural Jaggery blocks/ Bellam/ Gud (Handmade) - 400 - 500 gms,organics-mantra-natural-jaggery-blocks-bellam-gud-handmade-400-500-gms,pending,116,116,,Organics Mantra,SKU-PIIPRFPXW,,,0,,GST,0,automatic,product,10,1,10,,,,,,,,1,MON JUN 16 2025 13:35:28,,,,,,,,,,,,,,,,,,,,,,,default,,,SAT JUN 21 2025 13:47:35,,,,,,,,,,,,,,,contact@organicsmantra.in,,
684fcfdd4fab18a60e0ab469,Organics Mantra - Jaggery Cubes - 500 gms,organics-mantra-jaggery-cubes-500-gms,pending,190,190,,Organics Mantra,SKU-6PYMHP0BG,,,0,500,GST,0,automatic,product,10,1,10,,,,,,,,1,MON JUN 16 2025 13:33:41,,,,,,,,,,,,,,,,,,,,,,,default,,,SAT JUN 21 2025 13:47:37,,,,,,,,,,,,,,,contact@organicsmantra.in,,
684fcf7d45781e010e87b133,Organics Mantra - Multi Millet Idly Rawa - 500 gms,organics-mantra-multi-millet-idly-rawa-500-gms,pending,80,80,,Organics Mantra,SKU-XR9TRHLXD,,,0,500,GST,0,automatic,product,10,1,10,,,,,,,,1,MON JUN 16 2025 13:32:5,,,,,,,,,,,,,,,,,,,,,,,default,,,SAT JUN 21 2025 13:47:38,,,,,,,,,,,,,,,contact@organicsmantra.in,,
684fcf2bea8e09be7db88b35,Organics Mantra - Multi Millet Flour,organics-mantra-multi-millet-flour,pending,80,80,,Organics Mantra,SKU-KNXW8J_A6,,,0,500,GST,0,automatic,product,10,1,10,,,,,,,,1,MON JUN 16 2025 13:30:43,,,,,,,,,,,,,,,,,,,,,,,default,,,SAT JUN 21 2025 13:47:39,,,,,,,,,,,,,,,contact@organicsmantra.in,,
684fcd854b97ac71cbc5d158,Organics Mantra - Natural Jaggery Powder - 500 gms,organics-mantra-natural-jaggery-powder-500-gms,pending,92,92,,Organics Mantra,SKU-OPX1B8H1L,,,0,500,,0,automatic,product,10,1,10,,,,,,,,1,MON JUN 16 2025 13:23:41,,,,,,,,,,,,,,,,,,,,,,,default,,,SAT JUN 21 2025 13:47:41,,,,,,,,,,,,,,,contact@organicsmantra.in,,
684fcc04ea8e09be7db8678a,Organics Mantra - Green Gram Split / Pesara Pappu Split/ Moong Dal Split - 1Kg,organics-mantra-green-gram-split-pesara-pappu-split-moong-dal-split-1kg,pending,284,284,,Organics Mantra,SKU-UXSHDYTPW,,,0,1000,GST,0,automatic,product,10,1,10,,,,,,,,1,MON JUN 16 2025 13:17:16,,,,,,,,,,,,,,,,,,,,,,,default,,,SAT JUN 21 2025 13:47:42,,,,,,,,,,,,,,,contact@organicsmantra.in,,
684fcbb8bd00bdc3b21f64f0,Organics Mantra - Green Gram Dal (With Husk) - 1 kg,organics-mantra-green-gram-dal-with-husk-1-kg,pending,280,280,,Organics Mantra,SKU-11GJVPSEY,,,0,1000,GST,0,automatic,product,10,1,10,,,,,,,,1,MON JUN 16 2025 13:16:0,,,,,,,,,,,,,,,,,,,,,,,default,,,SAT JUN 21 2025 13:47:44,,,,,,,,,,,,,,,contact@organicsmantra.in,,
684fcb6945781e010e877d0b,Organics Mantra - Green Gram Whole/ Pesaralu/ Moong - 1 Kg,organics-mantra-green-gram-whole-pesaralu-moong-1-kg-1,pending,310,310,,Organics Mantra,SKU-VEH-DLW-Y,,,0,1000,GST,0,automatic,product,10,1,10,,,,,,,,1,MON JUN 16 2025 13:14:41,,,,,,,,,,,,,,,,,,,,,,,default,,,SAT JUN 21 2025 13:47:45,,,,,,,,,,,,,,,contact@organicsmantra.in,,
684fcab448fa0204237cfce0,Organics Mantra - Horse Gram (Ulavalu) - 1 Kg,organics-mantra-horse-gram-ulavalu-1-kg,pending,240,240,,Organics Mantra,SKU-SWZX8X8DC,,,0,1000,GST,0,automatic,product,10,1,10,,,,,,,,1,MON JUN 16 2025 13:11:40,,,,,,,,,,,,,,,,,,,,,,,default,,,SAT JUN 21 2025 13:47:46,,,,,,,,,,,,,,,contact@organicsmantra.in,,
684fc1b1ea8e09be7db7e630,Organics Mantra - Bansi Wheat Atta - 2 Kg,organics-mantra-bansi-wheat-atta-2-kg,pending,294,294,,Organics Mantra,SKU-5CJQ7MZKR,,,0,2000,GST,0,automatic,product,10,1,10,,,,,,,,1,MON JUN 16 2025 12:33:13,,,,,,,,,,,,,,,,,,,,,,,default,,,SAT JUN 21 2025 13:47:48,,,,,,,,,,,,,,,contact@organicsmantra.in,,
684fc10048fa0204237c8868,Organics Mantra - Wood Pressed Sunflower Oil - 1 litre,organics-mantra-wood-pressed-sunflower-oil-1-litre,pending,480,480,grocery: organic-staples,Organics Mantra,SKU-TKEZZVDGJ,,,0,1000,GST,0,automatic,product,10,1,10,,,,,,,,1,MON JUN 16 2025 12:30:16,,,,,,,,,,,,,,,,,,,,,,,default,,,SAT JUN 21 2025 13:47:49,,,,,,,,,,,,,,,contact@organicsmantra.in,,
684fc0894b97ac71cbc5339c,Organics Mantra - Putnal Dal - 1kg,organics-mantra-putnal-dal-1kg,pending,250,250,,Organics Mantra,SKU-IDBSJXSZM,,,0,1000,GST,0,automatic,product,10,1,10,,,,,,,,1,MON JUN 16 2025 12:28:17,,,,,,,,,,,,,,,,,,,,,,,default,,,SAT JUN 21 2025 13:47:50,,,,,,,,,,,,,,,contact@organicsmantra.in,,
684fc0384fab18a60e09ee15,Organics Mantra - Urad Dal Whole/ Minapa Pappu/ Black Gram Whole - 1 kg,organics-mantra-urad-dal-whole-minapa-pappu-black-gram-whole-1-kg,pending,340,340,,Organics Mantra,SKU-VTA4AK1HN,,,0,1000,GST,0,automatic,product,10,1,10,,,,,,,,1,MON JUN 16 2025 12:26:56,,,,,,,,,,,,,,,,,,,,,,,default,,,SAT JUN 21 2025 13:47:52,,,,,,,,,,,,,,,contact@organicsmantra.in,,
684fbfddbd00bdc3b21ed4d8,Organics Mantra - Wood Pressed Coconut Oil - 1 Ltr,organics-mantra-wood-pressed-coconut-oil-1-ltr,pending,440,440,grocery: organic-staples,Organics Mantra,SKU-MBJKYGLJ0,,,0,1000,GST,0,automatic,product,10,1,10,,,,,,,,1,MON JUN 16 2025 12:25:25,,,,,,,,,,,,,,,,,,,,,,,default,,,SAT JUN 21 2025 13:47:53,,,,,,,,,,,,,,,contact@organicsmantra.in,,
684fbf26ea8e09be7db7cafd,Organics Mantra - Pasta - Made with Multi Millets - 175 GMS,organics-mantra-pasta-made-with-multi-millets-175-gms-1,pending,99,99,,Organics Mantra,SKU-MRED_K2NA,,,0,,GST,0,automatic,product,10,1,10,,,,,,,,1,MON JUN 16 2025 12:22:22,,,,,,,,,,,,,,,,,,,,,,,default,,,SAT JUN 21 2025 13:47:55,,,,,,,,,,,,,,,contact@organicsmantra.in,,
684fbed048fa0204237c73c3,Organics Mantra - Toor Dal/ Kandi Pappu - 1kg,organics-mantra-toor-dal-kandi-pappu-1kg,pending,340,340,,Organics Mantra,SKU-79C9NDCUN,,,0,1000,GST,0,automatic,product,10,1,10,,,,,,,,1,MON JUN 16 2025 12:20:57,,,,,,,,,,,,,,,,,,,,,,,default,,,SAT JUN 21 2025 13:47:56,,,,,,,,,,,,,,,contact@organicsmantra.in,,
684fbe6d48fa0204237c6e68,Organics Mantra - Mustard Oil/ Avva nune/ Sarso ke tel - 1 litre,organics-mantra-mustard-oil-avva-nune-sarso-ke-tel-1-litre,pending,540,540,grocery: organic-staples,Organics Mantra,SKU-GSBALV7VR,,,0,1000,GST,0,automatic,product,10,1,10,,,,,,,,1,MON JUN 16 2025 12:19:17,,,,,,,,,,,,,,,,,,,,,,,default,,,SAT JUN 21 2025 13:47:57,,,,,,,,,,,,,,,contact@organicsmantra.in,,
684fbdc4ea8e09be7db7b9e6,Organics Mantra - BROWN RICE -Telangana Sona Rice - 5 kg,organics-mantra-brown-rice-telangana-sona-rice-5-kg,pending,650,650,,Organics Mantra,SKU-18VTLDUG2,,,0,5000,GST,0,automatic,product,10,1,10,,,,,,,,1,MON JUN 16 2025 12:16:28,,,,,,,,,,,,,,,,,,,,,,,default,,,SAT JUN 21 2025 13:47:59,,,,,,,,,,,,,,,contact@organicsmantra.in,,
684fbd4cea8e09be7db7b451,Organics Mantra - Wood Pressed Safflower Oil/ Kusumbha - 1 litre,organics-mantra-wood-pressed-safflower-oil-kusumbha-1-litre,pending,520,520,grocery: organic-staples,Organics Mantra,SKU-DUMRFNQ6B,,,0,1000,GST,0,automatic,product,10,1,10,,,,,,,,1,MON JUN 16 2025 12:14:28,,,,,,,,,,,,,,,,,,,,,,,default,,,SAT JUN 21 2025 13:48:0,,,,,,,,,,,,,,,contact@organicsmantra.in,,
684fbcf2ea8e09be7db7b0a0,Organics Mantra - Single Polish Rice -Telangana Sona - 5 kg,organics-mantra-single-polish-rice-telangana-sona-5-kg,pending,650,650,,Organics Mantra,SKU-VQSFE_P5R,,,0,5000,GST,0,automatic,product,10,1,10,,,,,,,,1,MON JUN 16 2025 12:12:58,,,,,,,,,,,,,,,,,,,,,,,default,,,SAT JUN 21 2025 13:48:2,,,,,,,,,,,,,,,contact@organicsmantra.in,,
684fbc914fab18a60e097e7c,Organics Mantra - Little Millet Jaggery Cookies - 100 gms,organics-mantra-little-millet-jaggery-cookies-100-gms,pending,75,75,,Organics Mantra,SKU-WF6B37S9X,,,0,100,GST,0,automatic,product,10,1,10,,,,,,,,1,MON JUN 16 2025 12:11:21,,,,,,,,,,,,,,,,,,,,,,,default,,,SAT JUN 21 2025 13:48:3,,,,,,,,,,,,,,,contact@organicsmantra.in,,
684ba2929696a4a970ba7c70,Organics Mantra -Himalayan Multi Flower Honey - 500 gms,organics-mantra-himalayan-multi-flower-honey-500-gms,pending,830,830,,Organics Mantra,SKU-7UHAQC14J,,,0,500,GST,0,automatic,product,10,1,10,,,,,,,,1,FRI JUN 13 2025 9:31:22,,,,,,,,,,,,,,,,,,,,,,,default,,,SAT JUN 21 2025 13:48:4,,,,,,,,,,,,,,,contact@organicsmantra.in,,
684ba1121395055410065f1f,Organics Mantra - White Rice - Jai Shri Ram - 2 Kg,organics-mantra-white-rice-jai-shri-ram-2-kg,pending,236,236,,Organics Mantra,SKU-28E15GA8Q,,,0,2000,GST,0,automatic,product,10,1,10,,,,,,,,1,FRI JUN 13 2025 9:24:58,,,,,,,,,,,,,,,,,,,,,,,default,,,SAT JUN 21 2025 13:48:6,,,,,,,,,,,,,,,contact@organicsmantra.in,,
684ba0a21395055410065d47,Organics Mantra - Urad Dal Split(White)/ Minapa Pappu(White)/ Black gram Split - 1 kg,organics-mantra-urad-dal-split-white-minapa-pappu-white-black-gram-split-1-kg,pending,340,340,,Organics Mantra,SKU-2SPQZ5ZBF,,,0,1000,GST,0,automatic,product,10,1,10,,,,,,,,1,FRI JUN 13 2025 9:23:6,,,,,,,,,,,,,,,,,,,,,,,default,,,SAT JUN 21 2025 13:48:7,,,,,,,,,,,,,,,contact@organicsmantra.in,,
684ba03cd96a729c320f215e,Organics Mantra - Premium Seedless Tamarind - 500 gms,organics-mantra-premium-seedless-tamarind-500-gms,pending,130,130,,Organics Mantra,SKU-R9KMIKVLO,,,0,500,GST,0,automatic,product,10,1,10,,,,,,,,1,FRI JUN 13 2025 9:21:24,,,,,,,,,,,,,,,,,,,,,,,default,,,SAT JUN 21 2025 13:48:8,,,,,,,,,,,,,,,contact@organicsmantra.in,,
684b9fcbc3dc419fbf1f8fe5,Organics Mantra - Bonphool Natural Mangrove Honey 490 gms,organics-mantra-bonphool-natural-mangrove-honey-490-gms,pending,449,449,,Organics Mantra,SKU-2S8V1WWQU,,,0,490,GST,0,automatic,product,10,1,10,,,,,,,,1,FRI JUN 13 2025 9:19:31,,,,,,,,,,,,,,,,,,,,,,,default,,,SAT JUN 21 2025 13:48:10,,,,,,,,,,,,,,,contact@organicsmantra.in,,
684b9e5a9696a4a970ba6855,Organics Mantra - Virgin Coconut Oil - 250 ml,organics-mantra-virgin-coconut-oil-250-ml,pending,99,99,grocery: organic-staples,Organics Mantra,SKU-VNPOJPCA3,,,0,,GST,0,automatic,product,10,1,10,,,,,,,,1,FRI JUN 13 2025 9:13:22,,,,,,,,,,,,,,,,,,,,,,,default,,,SAT JUN 21 2025 13:48:11,,,,,,,,,,,,,,,contact@organicsmantra.in,,
684b9deda27f0c99e04fe32a,Organics Mantra - Peanuts/ Groundnut/ Vēruśenaga - 1 kg,organics-mantra-peanuts-groundnut-verusenaga-1-kg,pending,320,320,,Organics Mantra,SKU-CQYOWJSN8,,,0,1000,GST,0,automatic,product,10,1,10,,,,,,,,1,FRI JUN 13 2025 9:11:33,,,,,,,,,,,,,,,,,,,,,,,default,,,SAT JUN 21 2025 13:48:13,,,,,,,,,,,,,,,contact@organicsmantra.in,,
684b9d42054046ae427937c5,Organics Mantra - Premium Curcumin Turmeric Powder - 150 gms,organics-mantra-premium-curcumin-turmeric-powder-150-gms,pending,164,164,,Organics Mantra,SKU-IGHF9EQGF,,,0,150,GST,0,automatic,product,10,1,10,,,,,,,,1,FRI JUN 13 2025 9:8:42,,,,,,,,,,,,,,,,,,,,,,,default,,,SAT JUN 21 2025 13:48:14,,,,,,,,,,,,,,,contact@organicsmantra.in,,
